GEOID,coniferPct,ripariaPct,hardwooPct,coniHarPct,devPct,sumCarPeKm,pct_nonWhi,categ
370350111011,1.954,0.077,16.606,7.528,71.246,24.507,34.924,Majority white
370350111023,4.272,2.311,8.531,4.299,69.134,26.603,24.044,Majority white
371570414001,0.505,0.73,1.179,0.898,94.052,7.119,44.631,Majority white
370350112001,0.328,0.047,7.533,1.747,85.668,20.524,28.145,Majority white
371570401021,12.682,3.678,39.451,4.617,19.978,39.227,15.128,Majority white
371570406011,17.463,0.219,50.228,6.329,16.972,45.286,10.884,Majority white
371570401011,14.466,1.497,37.847,5.937,18.337,37.123,14.331,Majority white
371570410011,8.634,3.071,40.689,5.399,19.939,36.113,10.418,Majority white
371570410022,12.227,1.581,42.254,5.959,19.2,35.617,6.331,Majority white
371570406012,13.811,0.639,40.386,4.013,31.559,35.229,19.654,Majority white
371570412001,5.835,1.517,30.866,1.322,48.029,35.548,41.97,Majority white
371570406021,13.786,2.834,29.368,4.897,29.121,29.255,16.233,Majority white
371570407002,8.584,0.868,60.27,4.458,13.133,54.115,4.868,Majority white
371570405011,8.843,2.372,37.612,5.548,37.238,40.141,16.071,Majority white
371570411003,10.604,1.092,53.126,5.618,20.208,46.647,10.297,Majority white
371570407001,10.483,3.894,32.096,7.069,31.254,33.266,14.243,Majority white
371570413001,13.673,4.471,48.343,4.684,14.91,46.408,17.109,Majority white
371570413004,8.582,0.939,37.483,3.94,33.406,27.42,51.901,Majority white
371570414002,9.949,2.471,23.695,7.886,45.948,34.662,53.777,Majority white
371570410021,12.843,2.053,43.076,4.105,20.516,36.492,14.688,Majority white
371570413002,10.629,1.962,33.755,3.269,14.974,30.908,23.201,Majority white
371570401022,11.857,5.621,44.543,4.184,17.157,42.461,21.729,Majority white
371570401023,11.883,3.403,45.575,3.856,21.441,38.786,25.157,Majority white
371570411005,12.69,1.483,43.956,4.393,21.593,40.644,15.461,Majority white
371570410012,9.66,5.932,35.322,3.156,24.095,32.989,10.899,Majority white
371570406022,11.654,0.702,27.817,4.749,39.344,31.168,13.992,Majority white
371570410013,13.865,0.888,33.004,4.868,24.088,33.284,6.752,Majority white
371570414003,8.14,0,37.234,3.014,45.428,36.267,38.889,Majority white
370099702003,3.152,0.219,69.714,6.658,8.731,52.007,2.356,Majority white
370099704003,0.571,0.233,78.335,3.05,10.004,63.952,4.747,Majority white
370099702001,2.367,0.316,72.809,4.512,6.884,53.518,2.174,Majority white
370099704002,2.802,0.472,51.701,1.371,20.592,37.027,3.337,Majority white
371570402001,18.622,6.241,21.447,14.747,18.733,29.586,15.525,Majority white
371570402002,2.283,0.705,5.304,3.156,85.51,8.292,33.955,Majority white
371570402003,11.107,1.257,20.08,10.544,44.495,24.094,39.334,Majority white
370850705001,5.422,4.319,3.411,3.992,74.339,22.961,35.448,Majority white
371470010011,1.075,29.313,4.125,0.354,27.937,34.436,28.604,Majority white
371470011001,7.73,19.352,3.886,5.709,20.152,24.926,34.655,Majority white
371470010022,0.989,5.321,1.217,0,44.452,13.757,15.544,Majority white
371470012002,15.494,25.687,1.543,9.231,10.283,23.864,15.497,Majority white
371470011002,8.779,14.203,0.673,0,26.687,16.367,14.504,Majority white
371470019002,11.019,14.262,0.474,19.633,13.983,25.906,33.768,Majority white
370850706002,12.531,12.732,2.506,10.461,30.595,27.177,45.003,Majority white
370850701003,0.805,11.431,0.179,2.54,70.503,16.182,36.509,Majority white
370850703002,0,0,0,0,100.08,0.206,58.178,Majority white
370850702001,3.903,15.845,3.447,3.5,30.078,17.479,21.19,Majority white
371470004002,1.351,2.162,5.405,0,88.365,17.054,19.716,Majority white
371910019002,0.08,19.536,0.159,10.366,66.742,28.184,81.977,Majority Minority
371910019003,0.261,0,0,0.98,98.079,5.54,52.972,Majority white
371910010003,4.808,6.869,1.489,9.56,28.14,21.419,12.961,Majority white
371910015001,0,0,0,0,98.649,0.637,85.459,Majority Minority
370670028091,4.818,2.275,34.301,6.391,34.068,40.932,25.977,Majority white
370670038032,0,0,1.656,0.697,97.363,42.527,26.862,Majority white
370670041021,5.876,2.008,47.38,3.409,25.932,49.432,10.792,Majority white
370670029012,12.755,0.962,41.752,6.326,27.105,49.069,13.883,Majority white
370670040052,2.667,1.276,19.432,5.144,62.028,44.375,8.066,Majority white
370670040053,2.774,5.786,23.91,3.17,44.662,37.759,8.429,Majority white
370510025042,9.755,1.544,0.334,1.082,84.394,18.544,41.611,Majority white
370510026003,6.494,16.058,1.615,3.333,40.123,23.973,21.681,Majority white
370670040122,0.271,0.468,12.661,4.926,76.702,28.299,23.38,Majority white
370670026041,0,0,4.176,0,95.353,17.733,66.293,Majority white
370670009002,0,0,0,0,100.224,7.966,54.587,Majority white
370670039041,0,0,3.562,0.594,94.436,38.789,25,Majority white
370670010004,0,0,0,0,99.361,11.936,11.416,Majority white
370670033081,0.883,1.182,17.297,2.263,71.749,29.704,20.904,Majority white
370670041041,0.439,0.063,12.011,1.967,78.366,28.731,23.351,Majority white
370670025012,0,0,0,0,100.279,66.871,1.852,Majority white
370670035003,2.108,1.484,16.059,6.793,68.87,28.989,58.51,Majority white
370670004002,0,0,0,0,100.614,17.3,92.015,Majority Minority
370670028013,3.792,1.427,35.618,3.002,35.218,44.093,14.322,Majority white
370670041031,1.75,1.63,20.475,2.909,63.11,42.859,23.972,Majority white
370510032051,3.574,3.307,0.027,5.387,85.659,26.212,57.149,Majority white
370510032052,0.033,0,0,0,93.945,18.325,57.136,Majority white
370510033021,1.532,1.503,0.088,0.147,94.112,24.849,73.963,Majority Minority
370670001001,0,0,0,0,100.088,1.55,20.879,Majority white
370670002001,0,0,0,0,99.705,3.924,41.059,Majority white
370510033041,0,0,0,0,99.857,18.656,47.411,Majority white
370510033042,0,0,0,0,100.316,2.993,76.726,Majority Minority
370510033043,0,0,0,0.081,98.909,19.883,61.965,Majority white
370510033044,0.431,0.108,0.108,0.216,97.876,18.193,53.488,Majority white
370510033045,0.328,0.573,0,0.819,97.2,27.623,50.847,Majority white
370510033046,0,0,0,0,99.861,10.935,75,Majority Minority
370670004001,0,0,0,0,100.086,8.188,86.739,Majority Minority
370670005001,0,0,0,0,99.751,3.803,90.423,Majority Minority
370670005002,0,0,0,0,100.232,1.663,93.035,Majority Minority
370670005003,0,0,0,0,100.22,14.166,89.33,Majority Minority
370670006001,0,0,0,0,100.082,1.64,89.817,Majority Minority
370670006002,0,0,0,0,99.807,0,88.641,Majority Minority
370670007001,0,0,0,0,100.366,1.137,85.427,Majority Minority
370670007002,0,0,0,0,100.132,0.138,91.421,Majority Minority
370670014001,0.176,0.328,1.815,0.933,96.695,27.725,84.293,Majority Minority
370670014002,0,0,0.418,0.046,99.252,9.199,64.594,Majority white
370670015001,0,0,2.666,0,97.435,23.11,78.703,Majority Minority
370670008011,0,0.038,0.228,0.038,99.343,8.804,91.723,Majority Minority
370670008021,0,0,0,0,99.745,12.382,84.081,Majority Minority
370670009001,0,0,2.822,1.52,94.517,19.05,48.112,Majority white
370670015002,0.11,0,8.5,0.33,90.616,28.592,73.096,Majority Minority
370670015003,0,0,0,0,99.97,13.541,76.143,Majority Minority
370670016011,0,0,4.025,0.186,95.621,28.565,86.951,Majority Minority
370670016012,0.426,0.071,2.913,0.284,95.981,24.873,92.173,Majority Minority
370670016013,0.844,0,5.981,5.101,65.172,26.266,93.62,Majority Minority
370670010001,0,0,0,0,100.014,23.733,28.398,Majority white
370670010002,0,0,0,0,100.1,18.193,45.155,Majority white
370670010003,0,0,0,0,99.868,18.772,26.073,Majority white
370670011001,0,0,0,0,99.704,22.913,16.447,Majority white
370670011002,0,0,0,0,100.206,11.723,23.447,Majority white
370670009003,0,0,0,0,100.109,7.036,18.478,Majority white
370670018001,1.381,0.036,10.537,0.654,84.804,29.79,79.384,Majority Minority
370670018002,0,0,0,0,99.877,2.537,82.214,Majority Minority
370670018003,0,0,0,0,99.826,2.231,86.643,Majority Minority
370670018004,0.059,1.528,2.115,0.705,94.482,29.561,92.048,Majority Minority
370670016022,0,0,0.12,0,99.641,19.46,91.646,Majority Minority
370670017003,0.272,0.942,13.933,1.359,79.522,37.813,65.781,Majority white
370670017004,0,0,1.89,0,98.01,24.294,85.979,Majority Minority
370510033071,0,0,0,0,99.573,13.213,64.312,Majority white
370959201012,0.307,45.734,0.023,4.43,3.292,29.452,40.431,Majority white
370959201011,0.176,59.36,0.013,1.177,2.406,27.023,40.923,Majority white
370959201022,7.135,35.053,0.224,5.464,2.356,21.122,45.47,Majority white
370959201021,0.382,41.146,0.045,1.353,1.634,15.071,26.859,Majority white
370959201023,1.329,55.384,0.206,5.045,2.708,24.467,8.584,Majority white
370959201013,0.14,25.771,1.713,0.019,10.156,8.442,5.897,Majority white
371879502013,0,2.427,1.901,0.202,93.551,21.926,76.68,Majority Minority
371879502021,7.321,23.707,8.504,2.416,45.413,40.83,63.472,Majority white
371879502022,9.968,5.774,1.533,6.384,30.795,13.607,78.937,Majority Minority
371879502023,35.002,23.499,2.383,8.007,10.048,38.382,41.455,Majority white
371879502011,0.428,50.175,3.27,2.258,22.018,50.151,64.928,Majority white
371879502012,1.879,19.406,5.858,0.235,51.545,29.966,36.574,Majority white
370999504003,0.24,0.18,0.87,0.03,96.991,51.554,12.64,Majority white
370999402004,5.871,0.084,81.999,0.763,9.465,82.173,54.743,Majority white
371830534291,0,0,0,0.543,98.577,21.978,14.972,Majority white
371830534321,18.948,1.926,19.54,19.213,29.564,40.607,24.866,Majority white
371830534351,2.409,0.595,3.45,6.245,85.797,41.572,15.317,Majority white
371830534302,0.108,0,6.588,3.672,88.78,22.729,13.862,Majority white
371830542241,4.786,0,17.996,14.981,51.883,53.117,23.073,Majority white
371830542231,2.025,0,6.777,1.792,70.648,28.656,42.245,Majority white
371830534343,0.364,0,3.049,1.365,92.059,29.69,26.429,Majority white
371830542242,0,0,1.389,2.546,95.947,10.545,57.7,Majority white
371830534312,1.777,0.576,12.325,12.487,67.93,41.921,40.017,Majority white
371830534332,0.058,0,0.058,0.173,99.464,27.751,7.606,Majority white
371830542232,6.586,0.483,22.965,20.344,42.378,49.416,9.204,Majority white
371830534341,0,0,0.239,0.239,99.239,21.178,7.976,Majority white
371830534271,23.252,3.892,11.619,8.135,36.183,40.971,19.249,Majority white
371830534301,5.178,0,7.834,6.489,75.38,32.161,32.263,Majority white
371830534342,0,0,0,0,101.063,14.883,16.199,Majority white
371830534282,24.728,7.546,10.046,11.835,33.327,44.742,27.156,Majority white
371830534362,0,0,0.778,2.752,90.384,22.325,13.479,Majority white
371830542243,0.734,0,2.881,2.316,92.713,22.065,27.345,Majority white
371830534272,3.571,0.182,3.752,2.481,88.299,30.516,20.271,Majority white
371830534303,0,0,0,0,98.458,24.995,20.836,Majority white
371379501032,2.298,12.473,0.422,4.32,23.153,14.497,42.475,Majority white
371379501031,3.346,33.003,1.386,3.903,13.104,19.418,32.191,Majority white
371379502041,6.184,53.016,1.257,5.544,7.72,26.793,17.727,Majority white
371379501013,13.658,62.002,1.091,4.393,8.59,39.772,10.293,Majority white
371379501041,10.273,31.056,2.748,10.625,11.744,23.749,53.931,Majority white
371379501042,4.279,41.027,0.233,2.924,2.987,17.663,17.031,Majority white
371379501012,8.867,24.755,3.881,8.994,41.455,25.349,14.395,Majority white
371379502043,7.917,9.193,4.739,4.575,19.976,13.816,4.699,Majority white
371379502034,12.463,6.327,2.951,6.67,16.54,15.669,12.472,Majority white
371350108041,10.847,1.022,28.506,13.181,16.646,28.482,20.305,Majority white
371350108042,10.786,1.687,32.968,12.727,15.044,31.617,34.394,Majority white
371350108033,8.211,1.699,45.067,3.151,17.958,42.481,17.986,Majority white
371350110012,2.924,0.679,21.037,4.321,51.999,34.85,7.833,Majority white
371350110021,5.629,1.983,35.694,5.506,45.554,50.715,14.689,Majority white
371350109043,4.628,0.37,76.303,2.8,11.442,66.839,17.175,Majority white
371350109042,7.701,0.562,38.153,11.591,33.624,57.937,20.506,Majority white
371350108023,13.517,2.032,34.108,8.197,19.803,37.111,11.058,Majority white
371050307042,32.755,6.235,8.482,15.194,24.661,35.873,26.721,Majority white
371050307031,21.373,2.284,23.771,15.987,28.288,43.329,15.765,Majority white
371050305061,18.077,2.924,9.943,10.257,34.63,25.264,35.74,Majority white
371050307041,20.952,1.093,6.532,9.161,54.49,35.482,30.237,Majority white
371050305071,1.593,0.126,3.622,6.098,74.307,36.833,13.241,Majority white
371050305072,2.637,0.943,1.158,5.982,64.624,39.366,15.711,Majority white
370630018013,12.381,2.759,9.199,12.523,38.99,29.683,47.423,Majority white
370630017084,7.654,16.776,24.262,7.125,36.152,48.082,81.343,Majority Minority
370630016016,3.6,1.07,7.881,7.687,1.265,17.762,,Majority white
370630020372,3.146,0.273,0.883,4.029,90.025,21.946,54.596,Majority white
370630020382,14.44,1.354,8.801,19.84,47.63,47.241,37.03,Majority white
370630018012,0,0,0.558,0.651,99.118,40.984,61.385,Majority white
370630018016,10.854,11.251,14.794,7.96,50.26,42.675,66.599,Majority white
370630020371,5.569,7.992,10.807,11.718,54.099,39.638,53.036,Majority white
370630018015,0.079,0,6.82,2.776,90.326,31.73,76.185,Majority Minority
370630020383,2.162,0,1.562,5.646,90.097,21.877,53.057,Majority white
370630021008,2.883,0.835,4.325,5.387,1.745,21.153,,Majority white
370630020381,13.575,0,2.102,14.363,59.03,30.42,50.751,Majority white
371350112084,2.356,0.385,15.722,10.53,69.092,43.738,26.791,Majority white
371350112083,14.32,0.07,16.58,8.968,59.854,52.404,18.868,Majority white
371350110023,4.542,1.12,30.343,9.748,41.304,43.397,16.913,Majority white
371350107012,10.356,0.476,23.568,9.463,46.899,49.323,36.251,Majority white
371350107103,8.88,0.897,40.798,13.666,31.053,70.557,20.705,Majority white
371350107071,0,0,0,0,99.696,16.373,21.642,Majority white
371350111032,7.347,0.176,24.264,7.159,54.598,31.475,48.947,Majority white
371350121032,0,8.238,1.195,1.698,88.224,51.347,23.677,Majority white
371350112064,1.436,0.131,5.093,2.612,90.622,32.558,44.471,Majority white
371350111072,14.509,1.195,37.371,4.827,27.693,43.044,11.277,Majority white
371350109024,5.584,0,35.681,9.776,45.063,46.308,41.311,Majority white
371350111074,3.587,0.116,40.559,6.017,45.708,48.122,38.552,Majority white
371350110022,2.712,1.201,17.208,2.623,69.721,29.11,34.009,Majority white
371350111033,8.019,1.829,41.042,5.318,22.602,41.435,13.138,Majority white
371350109032,12.03,0.311,39.391,6.545,21.443,38.873,14.513,Majority white
371350108031,9.702,0.513,39.783,7.343,22.514,42.208,21.735,Majority white
371350107101,2.673,1.102,33.467,11.673,44.528,56.716,7.991,Majority white
371350107092,10.309,2.132,27.048,10.449,39.209,50.333,30.595,Majority white
371350111062,2.788,0.498,49.632,1.941,43.16,55.368,10.138,Majority white
371350111061,0,0,38.689,2.252,58.718,57.511,35.948,Majority white
371350107072,0,0,0,0,100.128,36.191,20.758,Majority white
371350107053,0,0,0,0.593,99.97,32.796,9.451,Majority white
371350107051,0,0,1.916,0.563,97.475,42.396,32.473,Majority white
371350107081,0,0,0.347,0,100.712,7.177,48.894,Majority white
371350107082,0,0,1.489,0.372,97.686,31.797,40.599,Majority white
371350117003,0.118,0,4.478,9.074,86.029,51.827,22.305,Majority white
371350119024,0.907,0,5.169,7.799,86.509,68.635,21.537,Majority white
371350114003,0,0,0.169,0.339,99.951,29.891,21.875,Majority white
371350113003,0,0,2.237,0,98.246,26.963,45.236,Majority white
371350117004,0,0,6.914,11.188,81.335,69.882,15.282,Majority white
371350119023,0,2.433,9.178,0.553,80.83,54.71,21.481,Majority white
371350112062,6.029,11.214,2.171,11.938,68.854,46.465,48.667,Majority white
371350121022,0,6.05,0.209,0.73,93.573,58.175,8.799,Majority white
371350107091,0,0,1.595,1.063,98.881,38.365,31.705,Majority white
371350119031,0.093,0,13.442,2.334,83.452,60.395,29.314,Majority white
371350119022,1.054,0.277,13.089,8.708,70.659,59.178,17.64,Majority white
371350121012,0.237,0,0,0.473,98.206,37.941,39.47,Majority white
371350119041,0,0,5.772,3.673,89.911,57.919,33.507,Majority white
371350112043,11.12,3.76,41.506,7.063,32.151,57.814,25.996,Majority white
371350111051,1.383,1.002,25.813,3.247,63.852,40.248,25.979,Majority white
371350122021,0.455,0,15.351,11.027,70.18,47.121,11.935,Majority white
371350118003,0,0,0.681,0.756,98.774,57.362,35.605,Majority white
371350112072,1.291,0,8.968,6.726,82.817,34.007,23.487,Majority white
371350112042,12.239,0.556,41.274,11.287,30.007,56.815,13.617,Majority white
371350111071,12.517,0.831,44.572,8.884,26.72,56.758,12.121,Majority white
370610905033,26.891,15.61,1.189,5.943,17.559,25.343,6.316,Majority white
370610903011,5.777,7.82,0.309,19.999,26.651,15.985,75,Majority Minority
370610907063,11.964,21.847,3.21,0.603,47.196,19.523,50.41,Majority white
370610904022,4.42,9.304,0.494,6.51,47.767,26.036,47.213,Majority white
370610904013,20.368,23.235,0.834,15.092,9.32,28.151,45.48,Majority white
370610904021,1.962,13.313,0.505,3.137,60.465,29.318,35.758,Majority white
370610904023,4.079,22.072,0.22,11.011,27.448,29.844,41.869,Majority white
370610904012,5.561,6.242,0.178,15.351,30.711,18.614,64.944,Majority white
370610902021,1.491,11.828,0.242,9.422,13.955,12.676,28.283,Majority white
370610905031,10.917,7.91,1.857,0.029,36.406,20.026,23.288,Majority white
370610903023,1.958,8.862,0.08,6.106,23.629,13.12,55.336,Majority white
370610907031,10.859,29.175,2.85,3.607,36.83,32.598,10.1,Majority white
370610904011,11.762,11.923,1.006,17.403,24.358,21.151,63.124,Majority white
370610907043,21.776,18.885,2.849,14.247,8.86,27.173,51.097,Majority white
370610908042,11.351,30.407,1.326,10.983,24.584,23.672,54.913,Majority white
370610902011,3.219,19.443,0.655,25.642,9.402,26.434,34.4,Majority white
370610901023,2.148,12.338,0.303,7.183,22.184,17.882,16.708,Majority white
370610903022,3.236,6.558,0.501,2.67,42.164,16.987,59.401,Majority white
370610908013,4.55,10.141,0.785,5.79,37.68,17.323,51.961,Majority white
370610903014,4.35,7.983,0.025,6.163,34.781,15.552,64.153,Majority white
370610908031,14.253,16.569,1.761,9.365,15.689,19.361,38.095,Majority white
370610903021,1.766,6.583,0.183,0.962,29.917,9.636,69.414,Majority white
370610903012,2.518,8.244,0.141,15.675,22.796,15.65,65.066,Majority white
370610905051,5.585,9.978,0.658,0.006,27.749,12.215,17.714,Majority white
370610907032,12.541,17.831,0.777,0.38,27.342,13.706,29.897,Majority white
370610908032,15.002,22.678,1.277,14.207,9.29,21.924,48.667,Majority white
370610907053,8.776,27.22,1.259,8.105,27.13,20.231,57.414,Majority white
370610907042,13.892,21.943,1.172,1.581,27.801,17.191,62,Majority white
370610908041,15.444,13.499,1.912,6.251,26.486,19.211,47.242,Majority white
370610905062,10.829,36.282,3.104,8.182,16.108,32.704,33.666,Majority white
370610902012,2.888,14.171,0.331,14.712,10.981,18.022,44.959,Majority white
370610905042,8.018,13.767,0.226,11.132,22.767,18.799,37.987,Majority white
370610901011,3.911,12.528,0.273,5.964,30.738,20.56,25.171,Majority white
370610901032,2.166,12.451,0.174,5.427,27.427,15.881,48.727,Majority white
370610907052,9.623,12.066,1.063,4.523,31.934,12.567,45.257,Majority white
370610905041,10.836,20.762,0.845,4.463,26.049,25.163,15.323,Majority white
370610905034,14.196,12.615,0.792,0.861,31.176,19.009,7.656,Majority white
370610905061,10.233,17.181,0.611,1.014,26.937,19.318,35.638,Majority white
370610905032,7.708,24.778,0.71,4.592,22.365,23.357,14.083,Majority white
370610905053,8.187,6.542,0.544,0.309,36.026,12.598,24.826,Majority white
370610907062,7.735,1.86,0.862,0,49.179,8.015,49.225,Majority white
370610901031,2.142,11.296,0.312,12.578,16.975,19.675,24.417,Majority white
370610907061,16.163,15.677,1.673,3.901,22.861,17.656,54.768,Majority white
370610901022,3.331,19.173,0.333,5.546,29.561,27.642,22.868,Majority white
370610901013,2.228,15.373,0.097,5.127,27.539,19.26,59.158,Majority white
370610901012,1.448,9.766,0.38,17.564,29.04,21.864,50.658,Majority white
370610901021,2.436,24.25,0.268,13.443,18.821,29.067,41.907,Majority white
370610907041,14.272,35.227,0.496,7.174,6.485,22.814,44.258,Majority white
370610905052,20.046,13.519,0.774,8.763,16.195,19.628,7.493,Majority white
370610902022,0.942,11.959,0.256,13.413,15.615,15.185,51.908,Majority white
370610907051,0.576,0,0,0.32,98.905,4.118,43.623,Majority white
370610903013,0.161,0,0,0,98.278,6.697,67.521,Majority white
370079800001,17.27,4.112,8.603,22.583,43.016,36.507,48.755,Majority white
371270115011,16.696,11.558,8.477,6.521,34.022,30.138,39.392,Majority white
371270108011,11.164,7.092,2.229,16.759,22.196,23.841,51.976,Majority white
371270103022,4.014,6.647,0.589,3.382,70.104,21.951,51.281,Majority white
371270108024,11.351,4.861,0.962,8.654,35.905,20.685,31.538,Majority white
371270112011,2.262,11.87,0.033,6.328,47.502,17.484,50.176,Majority white
371270115012,12.622,13.696,6.77,13.216,29.889,29.859,50.719,Majority white
371270115021,14.045,8.736,11.491,13.927,26.101,34.071,33.383,Majority white
371270115022,14.031,10.109,5.029,8.674,28.987,26.526,25.467,Majority white
371270115023,17.269,8.54,11.02,8.658,29.817,31.401,15.652,Majority white
371270114002,10.716,12.805,4.45,4.443,32.1,22.408,38.889,Majority white
371270114003,5.125,8.367,0.242,0.913,29.283,11.751,25.613,Majority white
371270105053,3.101,0,1.488,2.894,86.787,15.533,60.382,Majority white
371270105061,0,0,0,0.218,94.051,20.803,72.159,Majority Minority
371270105051,1.569,0.243,0.216,6.141,78.286,15.104,48.949,Majority white
371270105052,1.125,17.746,1.911,6.177,67.371,26.339,66.722,Majority white
371270106042,0.73,2.053,1.217,7.103,82.462,11.876,71.536,Majority Minority
371270105062,0,0.358,0,0.403,98.07,21.813,36.789,Majority white
371270112022,4.876,9.814,0.482,5.784,38.119,19.255,16,Majority white
371270112012,2.893,14.348,0.123,1.2,48.066,18.392,16.579,Majority white
371270106031,2.562,3.071,0.752,19.818,54.955,22.333,73.107,Majority Minority
371270106012,0.101,0.101,0,2.728,88.811,16.306,59.493,Majority white
371270106041,4.315,4.342,2.131,16.181,69.958,24.29,57.038,Majority white
371270112021,6.888,4.099,1.628,1.228,48.709,20.583,11.364,Majority white
371270108021,5.354,2.748,1.121,1.298,57.221,21.214,26.207,Majority white
371270111034,2.413,1.456,0.087,2.891,70.084,12.306,38.984,Majority white
371270111031,4.187,6.141,0.023,0.093,47.685,13.918,72.98,Majority Minority
371270108022,9.87,11.255,0.154,3.408,40.231,22.252,17.139,Majority white
371270111042,12.354,13.282,0.301,12.129,23.076,22.432,37.298,Majority white
371270103014,0,0.584,0,0.065,97.053,13.618,88.988,Majority Minority
371270111033,4.508,15.101,0.145,3.746,40.505,17.769,51.147,Majority white
371270111032,1.685,0.957,0,0.873,72.187,13.895,41.774,Majority white
371270111012,2.822,2.861,0,7.251,58.814,15.382,54.487,Majority white
371270103021,2.343,6.498,2.077,3.786,54.821,20.662,25.837,Majority white
371270111013,6.038,11.358,0.148,0.816,47.263,20.401,27.728,Majority white
371270103013,0,0,0,0.266,99.675,12.716,80.413,Majority Minority
371270111041,8.122,21.172,0.048,3.217,31.82,22.246,35.586,Majority white
371270106043,0,0,0,1.132,96.52,24.607,64.753,Majority white
371270108023,13.639,7.838,0.723,15.51,29.151,26.849,16.682,Majority white
371270105063,1.03,0.468,0.562,2.903,87.828,16.812,48.597,Majority white
371270103012,0.724,0.066,0.922,2.239,93.229,51.955,33.147,Majority white
371270103011,0,0,0,0,100.309,28.438,72.874,Majority Minority
371270105054,0.961,0.152,0,0.152,80.693,23.257,68.758,Majority white
371350112081,10.209,0.308,17.282,5.597,65.007,27.853,22.997,Majority white
371350109041,0.59,0.257,38.339,7.339,50.914,58.515,47.32,Majority white
371350108025,12.542,2.961,36.703,5.684,20.4,40.975,5.304,Majority white
371350109044,15.188,1.036,44.838,9.428,24.787,53.899,9.052,Majority white
371350109023,11.426,0.38,26.967,8.119,49.892,51.027,37.795,Majority white
371350109031,11.065,0.651,44.05,8.291,19.911,50.223,13.243,Majority white
371350110011,0,0.048,3.028,0.529,94.507,27.454,28.259,Majority white
371350111063,12.411,0.074,44.324,7.043,29.98,52.268,6.711,Majority white
371350112091,14.986,1.553,36.659,8.548,26.998,47.965,16.463,Majority white
371350112093,11.514,0.74,40.336,8.372,26.54,53.006,9.349,Majority white
371350112102,16.297,0.429,30.03,9.456,32.172,47.206,27.237,Majority white
371350112085,12.815,5.989,41.114,8.588,26.532,57.678,11.673,Majority white
371350119032,0,0,6.561,0.647,92.969,41.104,37.842,Majority white
371350112061,0,0,0,0,99.804,15.151,51.677,Majority white
371350111042,8.142,1.784,43.998,5.238,21.041,37.496,15.761,Majority white
371350108024,10.897,1.175,40.58,5.492,20.983,43.386,15.405,Majority white
371350112112,15.368,0.714,27.475,8.631,29.784,44.824,8.183,Majority white
371350112092,10.432,0.468,38.147,8.194,33.223,52.427,22.597,Majority white
371350111034,12.068,0.202,32.178,8.476,27.178,39.355,64.982,Majority white
371350113002,0,0,0,0,99.901,30.434,20.613,Majority white
371350121021,0.14,6.702,0.977,4.049,87.198,49.08,10.278,Majority white
371350121031,0,4.339,0.814,0.475,92.82,26.058,17.057,Majority white
371350121013,0.599,0,0.092,3.687,95.176,35.412,41.754,Majority white
371350122013,1.324,2.222,14.973,5.59,74.954,40.631,15.954,Majority white
371350107063,1.321,0.068,17.1,8.973,71.954,61.25,25.247,Majority white
371350107102,3.336,3.464,14.307,6.929,58.19,42.179,23.16,Majority white
371350119043,0.333,0,9.411,4.002,86.111,63.945,16.836,Majority white
371350112111,15.594,1.2,32.948,10.983,17.872,42.465,9.108,Majority white
371350108022,11.622,2.665,35.274,9.043,17.189,36.155,12.917,Majority white
371350121011,0.324,3.077,0.648,1.376,93.841,23.993,58.917,Majority white
371350107073,0,0,0,0,100.102,10.666,42.632,Majority white
371350119042,0,0,4.334,4.226,91.777,60.221,25.584,Majority white
371350112071,1.426,0.108,14.069,8.097,75.267,39.11,44.464,Majority white
371350112044,4.254,2.065,45.63,13.092,34.228,70.458,22.542,Majority white
371350110013,2.24,0.085,19.417,7.255,65.485,38.637,16.773,Majority white
371350111052,0.164,0.472,36.455,3.732,51.771,46.374,35.122,Majority white
371350112101,16.64,1.441,30.865,7.441,19.616,40.869,10.359,Majority white
371350112103,19.5,2.487,19.695,11.607,22.036,39.802,22.69,Majority white
371350112082,1.406,0,12.945,12.801,67.466,58.007,72.518,Majority Minority
371350112063,0.76,0.268,3.129,5.409,89.228,41.251,41.184,Majority white
371350111073,9.627,0.283,37.647,2.972,22.107,33.427,30.971,Majority white
371350108032,14.239,1.052,30.844,3.984,24.282,29.561,24.559,Majority white
371350111041,8.898,0.678,37.105,5.438,41.823,43.472,18.873,Majority white
371350111031,13.463,1.194,33.632,5.374,28.12,36.141,38.419,Majority white
371350122011,6.097,0.173,35.811,11.277,43.396,56.988,15.945,Majority white
370319709042,0,0.124,0.072,0,35.191,3.628,2.32,Majority white
370319708063,1.188,6.496,3.606,0.74,42.437,10.237,3.304,Majority white
370319710032,0.003,2.112,1.858,0.044,17.228,4.855,1.297,Majority white
370319707042,13.92,52.808,7.001,3.937,9.814,38.655,4.448,Majority white
370319706061,0.051,0.489,0.411,0,98.331,15.237,3.077,Majority white
370319711032,0,2.822,1.462,0,15.326,1.962,2.469,Majority white
370319706062,0,0.123,0,0,45.507,9.054,4.792,Majority white
370319706063,0,0.543,0.052,0,64.363,13.25,4.479,Majority white
370319711031,0,0,0,0,47.595,0.585,0.667,Majority white
370319703052,0,2.526,1.214,0,41.535,4.886,22.134,Majority white
370319703051,0,1.807,1.716,0.01,15.235,0.305,12.388,Majority white
